allele,genbankNucleotideAccession,genbankProteinAccession,refseqNucleotideAccession,refseqProteinAccession,ncbiFamily,expectedPhenotype,class,subclass,extendedAnnotation,nodeId,geneFamily,tier,mrsnSuperFamily
blaSIQ-1,LT840185.1,SMF77924.1,NG_244648.1,WP_172840887.1,blaSIQ,Beta-lactam: Carbapenems,Beta-lactam,Carbapenems,subclass B3 metallo-beta-lactamase SIQ-1,blaSIQ-1,blaSIQ,2,blaSIQ
blaPAM-2,AP023189.1,BCG24254.1,NG_079249.1,WP_173179784.1,blaPAM,Beta-lactam: Carbapenems,Beta-lactam,Carbapenems,subclass B3 metallo-beta-lactamase PAM-2,blaPAM-2,blaPAM,2,blaPAM
,AAGFOZ010000017.1,EBN5671613.1,NG_073572.1,WP_173288987.1,dfrA48,Trimethoprim,Trimethoprim,,trimethoprim-resistant dihydrofolate reductase DfrA48,dfrA48,dfrA48,3,dfr
blaLEN-184,JAAGEJ010000013.1,NSM87395.1,NG_244774.1,WP_174140712.1,blaLEN,Beta-lactam: Unknown,Beta-lactam,Unknown,class A beta-lactamase LEN-184,blaLEN-184,blaLEN,3,blaLEN
blaADC-311,JANJDX010000001.1,MDC5482482.1,NG_156973.1,WP_174749605.1,blaADC,"Beta-lactam: Penicillins, Early Cephalosporins (AmpC)",Beta-lactam,"Penicillins, Early Cephalosporins (AmpC)",extended-spectrum class C beta-lactamase ADC-311,blaADC-311,blaADC,3,blaADC
qnrB93,JABVAY010000005.1,NUH56804.1,NG_071231.1,WP_174771641.1,qnrB,Quinolone,Quinolone,,quinolone resistance pentapeptide repeat protein QnrB93,qnrB93,qnrB,3,qnr
,LC473083.1,BBJ25230.1,NG_080763.1,WP_176453837.1,erm(50),"Lincosamide/Macrolide: Clarithromycin, Clindamycin",Lincosamide/Macrolide,"Clarithromycin, Clindamycin",23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(50),erm(50),erm(50),3,erm
blaADC-236,CP046898.1,QLB34755.1,NG_070226.1,WP_176673601.1,blaADC,"Beta-lactam: Penicillins, Early Cephalosporins (AmpC)",Beta-lactam,"Penicillins, Early Cephalosporins (AmpC)",extended-spectrum class C beta-lactamase ADC-236,blaADC-236,blaADC,3,blaADC
blaMIR-30,CP058253.1,QLC81076.1,NG_242735.1,WP_177317028.1,blaMIR,"Beta-lactam: Penicillins, Early Cephalosporins (AmpC)",Beta-lactam,"Penicillins, Early Cephalosporins (AmpC)",cephalosporin-hydrolyzing class C beta-lactamase MIR-30,blaMIR-30,blaMIR,3,blaMIR
blaOKP-B-161,CABWVB010000013.1,,NG_244950.1,WP_177334014.1,blaOKP-B,Beta-lactam: Unknown,Beta-lactam,Unknown,OKP-B family broad-spectrum class A beta-lactamase OKP-B-161,blaOKP-B-161,blaOKP-B,3,blaOKP
blaOKP-B-187,CABWSU010000001.1,,NG_244975.1,WP_177337231.1,blaOKP-B,Beta-lactam: Unknown,Beta-lactam,Unknown,OKP-B family broad-spectrum class A beta-lactamase OKP-B-187,blaOKP-B-187,blaOKP-B,3,blaOKP
blaOXY-5-6,CP055325.1,QLO26335.1,NG_081751.1,WP_177340503.1,blaOXY-5,Beta-lactam: ESBL,Beta-lactam,ESBL,extended-spectrum class A beta-lactamase OXY-5-6,blaOXY-5-6,blaOXY,2,blaOXY
blaOXA-900,MN936180.1,QIB97956.1,NG_070745.1,WP_178317675.1,blaOXA,Beta-lactam: Carbapenems,Beta-lactam,Carbapenems,carbapenem-hydrolyzing class D beta-lactamase OXA-900,blaOXA-900,blaOXA,2,blaOXA
blaNDM-87,PV588279.1,XSG67055.1,NG_244812.1,WP_178896225.1,blaNDM,Beta-lactam: Carbapenems,Beta-lactam,Carbapenems,subclass B1 metallo-beta-lactamase NDM-87,blaNDM-87,blaNDM,1,blaNDM
blaOKP-A-93,JAAEHP010000001.1,NWM01511.1,NG_244884.1,WP_178944497.1,blaOKP-A,Beta-lactam: Unknown,Beta-lactam,Unknown,OKP-A family broad-spectrum class A beta-lactamase OKP-A-93,blaOKP-A-93,blaOKP-A,3,blaOKP
blaCARB-54,D13209.1,BAA02496.1,NG_070176.1,WP_179284317.1,blaRTG,"Beta-lactam: Penicillins, Early Cephalosporins",Beta-lactam,"Penicillins, Early Cephalosporins",RTG family carbenicillin-hydrolyzing class A beta-lactamase CARB-54,blaCARB-54,blaRTG,3,blaRTG
blaKPC-58,MT463289.1,QJX44695.1,NG_070177.1,WP_179284320.1,blaKPC,Beta-lactam: Carbapenems,Beta-lactam,Carbapenems,inhibitor-resistant class A beta-lactamase KPC-58,blaKPC-58,blaKPC,1,blaKPC
blaKPC-59,MT463290.1,QJX44696.1,NG_070178.1,WP_179284322.1,blaKPC,Beta-lactam: Carbapenems,Beta-lactam,Carbapenems,carbapenem-hydrolyzing class A beta-lactamase KPC-59,blaKPC-59,blaKPC,1,blaKPC
blaKPC-60,MT482411.1,QJX44698.1,NG_070179.1,WP_179284324.1,blaKPC,Beta-lactam: Carbapenems,Beta-lactam,Carbapenems,carbapenem-hydrolyzing class A beta-lactamase KPC-60,blaKPC-60,blaKPC,1,blaKPC
blaKPC-61,MK559426.1,QBH72505.1,NG_070180.1,WP_179284328.1,blaKPC,Beta-lactam: ESBL (KPC variant),Beta-lactam,ESBL (KPC variant),inhibitor-resistant extended-spectrum class A beta-lactamase KPC-61,blaKPC-61,blaKPC,1,blaKPC
blaOXA-918,MT463291.1,QJX44697.1,NG_070182.1,WP_179284333.1,blaOXA-48_fam,Beta-lactam: Carbapenems (OXA-48 family),Beta-lactam,Carbapenems (OXA-48 family),OXA-48 family class D beta-lactamase OXA-918,blaOXA-918,blaOXA,1,blaOXA-48_fam
blaOXA-920,MT520791.1,QKF95718.1,NG_070183.1,WP_179284336.1,blaOXA-48_fam,Beta-lactam: Carbapenems (OXA-48 family),Beta-lactam,Carbapenems (OXA-48 family),OXA-48 family class D beta-lactamase OXA-920,blaOXA-920,blaOXA,1,blaOXA-48_fam
blaOXA-921,LC543862.1,BCG11499.1,NG_070184.1,WP_179284339.1,blaOXA-1_fam,"Beta-lactam: Penicillins, Early Cephalosporins",Beta-lactam,"Penicillins, Early Cephalosporins",OXA-1 family class D beta-lactamase OXA-921,blaOXA-921,blaOXA,3,blaOXA-1_fam
blaOXA-923,MT675122.1,QLC28678.1,NG_070185.1,WP_179284342.1,blaOXA-48_fam,Beta-lactam: Carbapenems (OXA-48 family),Beta-lactam,Carbapenems (OXA-48 family),OXA-48 family class D beta-lactamase OXA-923,blaOXA-923,blaOXA,1,blaOXA-48_fam
blaOXA-924,MT675123.1,QLC28679.1,NG_070186.1,WP_179284345.1,blaOXA-48_fam,Beta-lactam: Carbapenems (OXA-48 family),Beta-lactam,Carbapenems (OXA-48 family),OXA-48 family class D beta-lactamase OXA-924,blaOXA-924,blaOXA,1,blaOXA-48_fam
blaPDC-422,MT520792.1,QKF95719.1,NG_070188.1,WP_179284354.1,blaPDC,"Beta-lactam: Penicillins, Early Cephalosporins (AmpC)",Beta-lactam,"Penicillins, Early Cephalosporins (AmpC)",inhibitor-resistant class C beta-lactamase PDC-422,blaPDC-422,blaPDC,3,blaPDC
blaPDC-424,MT520794.1,QKF95721.1,NG_070190.1,WP_179284357.1,blaPDC,"Beta-lactam: Penicillins, Early Cephalosporins (AmpC)",Beta-lactam,"Penicillins, Early Cephalosporins (AmpC)",class C beta-lactamase PDC-424,blaPDC-424,blaPDC,3,blaPDC
blaPDC-425,MT520795.1,QKF95722.1,NG_070191.1,WP_179284360.1,blaPDC,"Beta-lactam: Penicillins, Early Cephalosporins (AmpC)",Beta-lactam,"Penicillins, Early Cephalosporins (AmpC)",class C beta-lactamase PDC-425,blaPDC-425,blaPDC,3,blaPDC
blaPDC-426,MT520796.1,QKF95723.1,NG_070192.1,WP_179284362.1,blaPDC,"Beta-lactam: Penicillins, Early Cephalosporins (AmpC)",Beta-lactam,"Penicillins, Early Cephalosporins (AmpC)",class C beta-lactamase PDC-426,blaPDC-426,blaPDC,3,blaPDC
blaPDC-427,MT520797.1,QKF95724.1,NG_070193.1,WP_179284365.1,blaPDC,"Beta-lactam: Penicillins, Early Cephalosporins (AmpC)",Beta-lactam,"Penicillins, Early Cephalosporins (AmpC)",class C beta-lactamase PDC-427,blaPDC-427,blaPDC,3,blaPDC
blaPDC-428,MT520798.1,QKF95725.1,NG_070194.1,WP_179284368.1,blaPDC,"Beta-lactam: Penicillins, Early Cephalosporins (AmpC)",Beta-lactam,"Penicillins, Early Cephalosporins (AmpC)",class C beta-lactamase PDC-428,blaPDC-428,blaPDC,3,blaPDC
blaPDC-429,MT520799.1,QKF95726.1,NG_070195.1,WP_179284370.1,blaPDC,"Beta-lactam: Penicillins, Early Cephalosporins (AmpC)",Beta-lactam,"Penicillins, Early Cephalosporins (AmpC)",class C beta-lactamase PDC-429,blaPDC-429,blaPDC,3,blaPDC
blaPDC-430,MT520800.1,QKF95727.1,NG_070196.1,WP_179284371.1,blaPDC,"Beta-lactam: Penicillins, Early Cephalosporins (AmpC)",Beta-lactam,"Penicillins, Early Cephalosporins (AmpC)",class C beta-lactamase PDC-430,blaPDC-430,blaPDC,3,blaPDC
blaPDC-432,MT520802.1,QKF95729.1,NG_070198.1,WP_179284372.1,blaPDC,"Beta-lactam: Penicillins, Early Cephalosporins (AmpC)",Beta-lactam,"Penicillins, Early Cephalosporins (AmpC)",class C beta-lactamase PDC-432,blaPDC-432,blaPDC,3,blaPDC
blaPDC-434,MT569475.1,QKO79895.1,NG_070200.1,WP_179284373.1,blaPDC,"Beta-lactam: Penicillins, Early Cephalosporins (AmpC)",Beta-lactam,"Penicillins, Early Cephalosporins (AmpC)",class C beta-lactamase PDC-434,blaPDC-434,blaPDC,3,blaPDC
blaPDC-435,MT569476.1,QKO79896.1,NG_070201.1,WP_179284374.1,blaPDC,"Beta-lactam: Penicillins, Early Cephalosporins (AmpC)",Beta-lactam,"Penicillins, Early Cephalosporins (AmpC)",class C beta-lactamase PDC-435,blaPDC-435,blaPDC,3,blaPDC
blaPDC-436,MT569477.1,QKO79897.1,NG_070202.1,WP_179284375.1,blaPDC,"Beta-lactam: Penicillins, Early Cephalosporins (AmpC)",Beta-lactam,"Penicillins, Early Cephalosporins (AmpC)",class C beta-lactamase PDC-436,blaPDC-436,blaPDC,3,blaPDC
blaPDC-437,MT569478.1,QKO79898.1,NG_070203.1,WP_179284376.1,blaPDC,"Beta-lactam: Penicillins, Early Cephalosporins (AmpC)",Beta-lactam,"Penicillins, Early Cephalosporins (AmpC)",class C beta-lactamase PDC-437,blaPDC-437,blaPDC,3,blaPDC
blaPDC-438,MT569479.1,QKO79899.1,NG_070204.1,WP_179284377.1,blaPDC,"Beta-lactam: Penicillins, Early Cephalosporins (AmpC)",Beta-lactam,"Penicillins, Early Cephalosporins (AmpC)",class C beta-lactamase PDC-438,blaPDC-438,blaPDC,3,blaPDC
blaPDC-439,MT569480.1,QKO79900.1,NG_070205.1,WP_179284378.1,blaPDC,"Beta-lactam: Penicillins, Early Cephalosporins (AmpC)",Beta-lactam,"Penicillins, Early Cephalosporins (AmpC)",class C beta-lactamase PDC-439,blaPDC-439,blaPDC,3,blaPDC
blaPDC-440,MT569481.1,QKO79901.1,NG_070206.1,WP_179284379.1,blaPDC,"Beta-lactam: Penicillins, Early Cephalosporins (AmpC)",Beta-lactam,"Penicillins, Early Cephalosporins (AmpC)",class C beta-lactamase PDC-440,blaPDC-440,blaPDC,3,blaPDC
blaPDC-441,MT569482.1,QKO79902.1,NG_070207.1,WP_179284380.1,blaPDC,"Beta-lactam: Penicillins, Early Cephalosporins (AmpC)",Beta-lactam,"Penicillins, Early Cephalosporins (AmpC)",class C beta-lactamase PDC-441,blaPDC-441,blaPDC,3,blaPDC
blaPDC-444,MT569485.1,QKO79905.1,NG_070210.1,WP_179284381.1,blaPDC,"Beta-lactam: Penicillins, Early Cephalosporins (AmpC)",Beta-lactam,"Penicillins, Early Cephalosporins (AmpC)",class C beta-lactamase PDC-444,blaPDC-444,blaPDC,3,blaPDC
blaPDC-445,MT569486.1,QKO79906.1,NG_070211.1,WP_179284382.1,blaPDC,"Beta-lactam: Penicillins, Early Cephalosporins (AmpC)",Beta-lactam,"Penicillins, Early Cephalosporins (AmpC)",class C beta-lactamase PDC-445,blaPDC-445,blaPDC,3,blaPDC
blaPDC-446,MT569487.1,QKO79907.1,NG_070212.1,WP_179284383.1,blaPDC,"Beta-lactam: Penicillins, Early Cephalosporins (AmpC)",Beta-lactam,"Penicillins, Early Cephalosporins (AmpC)",inhibitor-resistant extended-spectrum class C beta-lactamase PDC-446,blaPDC-446,blaPDC,3,blaPDC
blaPDC-447,MT569488.1,QKO79908.1,NG_070213.1,WP_179284384.1,blaPDC,"Beta-lactam: Penicillins, Early Cephalosporins (AmpC)",Beta-lactam,"Penicillins, Early Cephalosporins (AmpC)",class C beta-lactamase PDC-447,blaPDC-447,blaPDC,3,blaPDC
blaPDC-448,MT572907.1,QKO79890.1,NG_070214.1,WP_179284385.1,blaPDC,"Beta-lactam: Penicillins, Early Cephalosporins (AmpC)",Beta-lactam,"Penicillins, Early Cephalosporins (AmpC)",inhibitor-resistant extended-spectrum class C beta-lactamase PDC-448,blaPDC-448,blaPDC,3,blaPDC
blaPDC-449,MT572908.1,QKO79891.1,NG_070215.1,WP_179284386.1,blaPDC,"Beta-lactam: Penicillins, Early Cephalosporins (AmpC)",Beta-lactam,"Penicillins, Early Cephalosporins (AmpC)",class C beta-lactamase PDC-449,blaPDC-449,blaPDC,3,blaPDC
blaPDC-450,MT572909.1,QKO79892.1,NG_070216.1,WP_179284387.1,blaPDC,"Beta-lactam: Penicillins, Early Cephalosporins (AmpC)",Beta-lactam,"Penicillins, Early Cephalosporins (AmpC)",class C beta-lactamase PDC-450,blaPDC-450,blaPDC,3,blaPDC
blaPDC-451,MT572910.1,QKO79893.1,NG_070217.1,WP_179284388.1,blaPDC,"Beta-lactam: Penicillins, Early Cephalosporins (AmpC)",Beta-lactam,"Penicillins, Early Cephalosporins (AmpC)",class C beta-lactamase PDC-451,blaPDC-451,blaPDC,3,blaPDC
blaPDC-452,MT572911.1,QKO79894.1,NG_070218.1,WP_179284389.1,blaPDC,"Beta-lactam: Penicillins, Early Cephalosporins (AmpC)",Beta-lactam,"Penicillins, Early Cephalosporins (AmpC)",class C beta-lactamase PDC-452,blaPDC-452,blaPDC,3,blaPDC
blaROB-6,KJ910989.1,AIW80558.1,NG_070219.1,WP_179284390.1,blaROB,Beta-lactam: Cephalosporins,Beta-lactam,Cephalosporins,broad-spectrum class A beta-lactamase ROB-6,blaROB-6,blaROB,3,blaROB
blaROB-7,KJ910995.1,AIW80572.1,NG_070220.1,WP_179284391.1,blaROB,Beta-lactam: Cephalosporins,Beta-lactam,Cephalosporins,broad-spectrum class A beta-lactamase ROB-7,blaROB-7,blaROB,3,blaROB
blaROB-8,KJ910996.1,AIW80573.1,NG_070221.1,WP_179284392.1,blaROB,Beta-lactam: Cephalosporins,Beta-lactam,Cephalosporins,broad-spectrum class A beta-lactamase ROB-8,blaROB-8,blaROB,3,blaROB
blaVEB-26,MT614293.1,QKV50749.1,NG_070222.1,WP_179284393.1,blaVEB,Beta-lactam: ESBL,Beta-lactam,ESBL,extended-spectrum class A beta-lactamase VEB-26,blaVEB-26,blaVEB,2,blaVEB
blaVIM-71,MT588301.1,QKV50751.1,NG_070223.1,WP_179284394.1,blaVIM,Beta-lactam: Carbapenems,Beta-lactam,Carbapenems,subclass B1 metallo-beta-lactamase VIM-71,blaVIM-71,blaVIM,1,blaVIM
blaPDC-453,MT680405.1,QLE10678.1,NG_070227.1,WP_179945705.1,blaPDC,"Beta-lactam: Penicillins, Early Cephalosporins (AmpC)",Beta-lactam,"Penicillins, Early Cephalosporins (AmpC)",class C beta-lactamase PDC-453,blaPDC-453,blaPDC,3,blaPDC
blaOKP-B-81,CABVMC010000015.1,,NG_245010.1,WP_180234622.1,blaOKP-B,Beta-lactam: Unknown,Beta-lactam,Unknown,OKP-B family broad-spectrum class A beta-lactamase OKP-B-81,blaOKP-B-81,blaOKP-B,3,blaOKP
blaACT-114,UNUO01000010.1,,NG_156954.1,WP_180255442.1,blaACT,"Beta-lactam: Penicillins, Early Cephalosporins (AmpC)",Beta-lactam,"Penicillins, Early Cephalosporins (AmpC)",cephalosporin-hydrolyzing class C beta-lactamase ACT-114,blaACT-114,blaACT,3,blaACT
blaOKP-A-76,DQ149137.1,AAZ79404.1,NG_244868.1,WP_180265009.1,blaOKP-A,Beta-lactam: Unknown,Beta-lactam,Unknown,OKP-A family broad-spectrum class A beta-lactamase OKP-A-76,blaOKP-A-76,blaOKP-A,3,blaOKP
blaMOX-23,LC733693.1,BDT38928.1,NG_148633.1,WP_180898621.1,blaMOX,"Beta-lactam: Penicillins, Early Cephalosporins (AmpC)",Beta-lactam,"Penicillins, Early Cephalosporins (AmpC)",CMY-1/MOX family class C beta-lactamase MOX-23,blaMOX-23,blaMOX,3,blaMOX
blaACT-88,MW887657.1,QTV32571.1,NG_074695.1,WP_181240047.1,blaACT,"Beta-lactam: Penicillins, Early Cephalosporins (AmpC)",Beta-lactam,"Penicillins, Early Cephalosporins (AmpC)",cephalosporin-hydrolyzing class C beta-lactamase ACT-88,blaACT-88,blaACT,3,blaACT
blaOXY-6-10,CP055315.1,QLO53791.1,NG_081754.1,WP_181246811.1,blaOXY-6,Beta-lactam: ESBL,Beta-lactam,ESBL,extended-spectrum class A beta-lactamase OXY-6-10,blaOXY-6-10,blaOXY,2,blaOXY
blaOXY-5-7,CP058212.1,QLP37798.1,NG_081752.1,WP_181251167.1,blaOXY-5,Beta-lactam: ESBL,Beta-lactam,ESBL,extended-spectrum class A beta-lactamase OXY-5-7,blaOXY-5-7,blaOXY,2,blaOXY
blaOKP-B-139,CP058131.1,QLP58374.1,NG_244929.1,WP_181351414.1,blaOKP-B,Beta-lactam: Unknown,Beta-lactam,Unknown,OKP-B family broad-spectrum class A beta-lactamase OKP-B-139,blaOKP-B-139,blaOKP-B,3,blaOKP
mcr-1.28,MT770924.1,QLL99518.1,NG_070762.1,WP_181464119.1,mcr-1,Polymyxin: Colistin,Polymyxin,Colistin,phosphoethanolamine--lipid A transferase MCR-1.28,mcr-1.28,mcr-1,1,mcr
blaOXY-12-1,CP056483.1,QLT77668.1,NG_081733.1,WP_181483194.1,blaOXY-12,Beta-lactam: ESBL,Beta-lactam,ESBL,extended-spectrum class A beta-lactamase OXY-12-1,blaOXY-12-1,blaOXY,2,blaOXY
mcr-3.41,JACEGL010000001.1,MBA2799562.1,NG_071230.1,WP_181497495.1,mcr-3,Polymyxin: Colistin,Polymyxin,Colistin,phosphoethanolamine--lipid A transferase MCR-3.41,mcr-3.41,mcr-3,1,mcr
blaOXY-6-11,CP067433.1,QQQ22795.1,NG_081755.1,WP_181511480.1,blaOXY-6,Beta-lactam: ESBL,Beta-lactam,ESBL,extended-spectrum class A beta-lactamase OXY-6-11,blaOXY-6-11,blaOXY,2,blaOXY
blaVAM-1,MW827739.1,QTJ60982.1,NG_076653.1,WP_181726415.1,blaVAM,Beta-lactam: Carbapenems,Beta-lactam,Carbapenems,subclass B1 metallo-beta-lactamase VAM-1,blaVAM-1,blaVAM,2,blaVAM
blaIMP-89,MN961670.1,QIZ22804.1,NG_070738.1,WP_181727105.1,blaIMP,Beta-lactam: Carbapenems,Beta-lactam,Carbapenems,subclass B1 metallo-beta-lactamase IMP-89,blaIMP-89,blaIMP,1,blaIMP
blaOXY-5-8,CP055985.1,QMR57622.1,NG_081753.1,WP_182012076.1,blaOXY-5,Beta-lactam: ESBL,Beta-lactam,ESBL,extended-spectrum class A beta-lactamase OXY-5-8,blaOXY-5-8,blaOXY,2,blaOXY
blaOXY-12-2,JABXQS010000001.1,MBA7932644.1,NG_088425.1,WP_182237112.1,blaOXY-12,Beta-lactam: ESBL,Beta-lactam,ESBL,extended-spectrum class A beta-lactamase OXY-12-2,blaOXY-12-2,blaOXY,2,blaOXY
blaOXY-5-9,JACERW010000007.1,,NG_088434.1,WP_182409324.1,blaOXY-5,Beta-lactam: ESBL,Beta-lactam,ESBL,extended-spectrum class A beta-lactamase OXY-5-9,blaOXY-5-9,blaOXY,2,blaOXY
blaCTX-M-240,MT872417.1,QNG62076.1,NG_070733.1,WP_182496339.1,blaCTX-M,Beta-lactam: ESBL,Beta-lactam,ESBL,extended-spectrum class A beta-lactamase CTX-M-240,blaCTX-M-240,blaCTX-M,2,blaCTX-M
blaPAM-5,PP331844.1,WVW91709.1,NG_242592.1,WP_184489348.1,blaPAM,Beta-lactam: Carbapenems,Beta-lactam,Carbapenems,subclass B3 metallo-beta-lactamase PAM-5,blaPAM-5,blaPAM,2,blaPAM
,CP094932.1,,NG_203374.1,WP_185148407.1,estT,Macrolide: Tylosin,Macrolide,Tylosin,macrolide hydrolase EstT,estT,estT,3,est
blaLEN-133,CP031061.1,QNF10675.1,NG_244726.1,WP_185185426.1,blaLEN,Beta-lactam: Unknown,Beta-lactam,Unknown,class A beta-lactamase LEN-133,blaLEN-133,blaLEN,3,blaLEN
blaOXY-1-18,CP060111.1,QNE50014.1,NG_081731.1,WP_185219566.1,blaOXY-1,Beta-lactam: ESBL,Beta-lactam,ESBL,extended-spectrum class A beta-lactamase OXY-1-18,blaOXY-1-18,blaOXY,2,blaOXY
,DADKIX010000008.1,HAY3535184.1,NG_242173.1,WP_185250308.1,aph(2'')-G141,"Aminoglycoside: Gentamicin, Kanamycin, Tobramycin",Aminoglycoside,"Gentamicin, Kanamycin, Tobramycin",aminoglycoside O-phosphotransferase APH(2')-G141,aph(2'')-G141,aph(2'')-G141,3,aph(2'')
blaOKP-B-106,JACOEC010000011.1,MBC3625488.1,NG_244897.1,WP_186384632.1,blaOKP-B,Beta-lactam: Unknown,Beta-lactam,Unknown,OKP-B family broad-spectrum class A beta-lactamase OKP-B-106,blaOKP-B-106,blaOKP-B,3,blaOKP
blaOXY-5-10,JACOEB010000001.1,MBC3630379.1,NG_088430.1,WP_186384957.1,blaOXY-5,Beta-lactam: ESBL,Beta-lactam,ESBL,extended-spectrum class A beta-lactamase OXY-5-10,blaOXY-5-10,blaOXY,2,blaOXY
blaIMP-96,ON419293.1,UPY65822.1,NG_080776.1,WP_186931965.1,blaIMP,Beta-lactam: Carbapenems,Beta-lactam,Carbapenems,subclass B1 metallo-beta-lactamase IMP-96,blaIMP-96,blaIMP,1,blaIMP
blaOKP-B-63,JACNTF010000021.1,MBC4722536.1,NG_244992.1,WP_186933946.1,blaOKP-B,Beta-lactam: Unknown,Beta-lactam,Unknown,OKP-B family broad-spectrum class A beta-lactamase OKP-B-63,blaOKP-B-63,blaOKP-B,3,blaOKP
blaLEN-141,JACNQQ010000002.1,MBC5098236.1,NG_244734.1,WP_186980386.1,blaLEN,Beta-lactam: Unknown,Beta-lactam,Unknown,class A beta-lactamase LEN-141,blaLEN-141,blaLEN,3,blaLEN
cfiA31,OQ379239.1,WCS94748.1,NG_149676.1,WP_186993003.1,cfiA_fam,Beta-lactam: Carbapenems,Beta-lactam,Carbapenems,subclass B1 metallo-beta-lactamase CfiA31,cfiA31,cfiA,2,cfiA
blaCMY-179,OL606718.1,UGN21642.1,NG_078068.1,WP_187259226.1,blaCMY,"Beta-lactam: Penicillins, Early Cephalosporins (AmpC)",Beta-lactam,"Penicillins, Early Cephalosporins (AmpC)",class C beta-lactamase CMY-179,blaCMY-179,blaCMY,3,blaCFE
qnrB97,OL606719.1,UGN21643.1,NG_078069.1,WP_187259598.1,qnrB,Quinolone,Quinolone,,quinolone resistance pentapeptide repeat protein QnrB97,qnrB97,qnrB,3,qnr
blaCMY-191,PP575761.1,WZE64858.1,NG_242720.1,WP_187795500.1,blaCMY,"Beta-lactam: Penicillins, Early Cephalosporins (AmpC)",Beta-lactam,"Penicillins, Early Cephalosporins (AmpC)",class C beta-lactamase CMY-191,blaCMY-191,blaCMY,3,blaCMY
,CP046364.1,QNR09091.1,NG_080767.1,WP_188020219.1,mef(F),"Macrolide: Erythromycin, Azithromycin",Macrolide,"Erythromycin, Azithromycin",macrolide efflux MFS transporter Mef(F),mef(F),mef(F),3,mef
blaTEM-61,LC542923.1,BCD58813.1,NG_076810.1,WP_188240090.1,blaTEM,Beta-lactam: ESBL,Beta-lactam,ESBL,extended-spectrum class A beta-lactamase TEM-61,blaTEM-61,blaTEM,2,blaTEM
,HQ386844.2,AEH59663.1,NG_070721.1,WP_188331861.1,dfrA43,Trimethoprim,Trimethoprim,,trimethoprim-resistant dihydrofolate reductase DfrA43,dfrA43,dfrA43,3,dfr
blaACC-8,MT872413.1,QNG62072.1,NG_070728.1,WP_188331862.1,blaACC,"Beta-lactam: Penicillins, Early Cephalosporins (AmpC)",Beta-lactam,"Penicillins, Early Cephalosporins (AmpC)",cephalosporin-hydrolyzing class C beta-lactamase ACC-8,blaACC-8,blaACC,3,blaACC
blaCARB-53,MT160808.1,QIM14707.1,NG_070729.1,WP_188331863.1,blaPSE,"Beta-lactam: Penicillins, Early Cephalosporins",Beta-lactam,"Penicillins, Early Cephalosporins",PSE family carbenicillin-hydrolyzing class A beta-lactamase CARB-53,blaCARB-53,blaPSE,3,blaPSE
blaCTX-M-237,MT872414.1,QNG62073.1,NG_070730.1,WP_188331864.1,blaCTX-M,Beta-lactam: ESBL,Beta-lactam,ESBL,extended-spectrum class A beta-lactamase CTX-M-237,blaCTX-M-237,blaCTX-M,2,blaCTX-M
blaCTX-M-238,MT872415.1,QNG62074.1,NG_070731.1,WP_188331865.1,blaCTX-M,Beta-lactam: ESBL,Beta-lactam,ESBL,extended-spectrum class A beta-lactamase CTX-M-238,blaCTX-M-238,blaCTX-M,2,blaCTX-M
blaCTX-M-239,MT872416.1,QNG62075.1,NG_070732.1,WP_188331866.1,blaCTX-M,Beta-lactam: ESBL,Beta-lactam,ESBL,extended-spectrum class A beta-lactamase CTX-M-239,blaCTX-M-239,blaCTX-M,2,blaCTX-M
blaCTX-M-241,MT872418.1,QNG62077.1,NG_070734.1,WP_188331867.1,blaCTX-M,Beta-lactam: ESBL,Beta-lactam,ESBL,extended-spectrum class A beta-lactamase CTX-M-241,blaCTX-M-241,blaCTX-M,2,blaCTX-M
blaGES-44,MT160807.1,QIM14706.1,NG_070735.1,WP_188331868.1,blaGES,Beta-lactam: ESBL,Beta-lactam,ESBL,extended-spectrum class A beta-lactamase GES-44,blaGES-44,blaGES,2,blaGES
blaGES-45,LC558356.1,BCH68487.1,NG_070736.1,WP_188331869.1,blaGES,Beta-lactam: ESBL,Beta-lactam,ESBL,extended-spectrum class A beta-lactamase GES-45,blaGES-45,blaGES,2,blaGES
blaIMP-88,LC558310.1,BCH68486.1,NG_070737.1,WP_188331870.1,blaIMP,Beta-lactam: Carbapenems,Beta-lactam,Carbapenems,subclass B1 metallo-beta-lactamase IMP-88,blaIMP-88,blaIMP,1,blaIMP
blaKPC-66,MT833884.1,QNC69631.1,NG_070739.1,WP_188331871.1,blaKPC,Beta-lactam: ESBL (KPC variant),Beta-lactam,ESBL (KPC variant),inhibitor-resistant extended-spectrum class A beta-lactamase KPC-66,blaKPC-66,blaKPC,1,blaKPC
blaKPC-72,MT833885.1,QNC69632.1,NG_070740.1,WP_188331872.1,blaKPC,Beta-lactam: ESBL (KPC variant),Beta-lactam,ESBL (KPC variant),inhibitor-resistant extended-spectrum class A beta-lactamase KPC-72,blaKPC-72,blaKPC,1,blaKPC
blaKPC-73,MT833886.1,QNC69633.1,NG_070741.1,WP_188331873.1,blaKPC,Beta-lactam: ESBL (KPC variant),Beta-lactam,ESBL (KPC variant),inhibitor-resistant extended-spectrum class A beta-lactamase KPC-73,blaKPC-73,blaKPC,1,blaKPC
